customer_id,gender,age,married,state,city,latitude,longitude,tenure_in_months,offer,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,monthly_charge,total_charges,total_long_distance_charges,total_revenue,churn_label,churn_value
0661-KBKPA,Male,43,Yes,California,Seaside,36.625114,-121.823565,53,None,Yes,Yes,Yes,56,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,78.75,3942.45,1688.58,5631.03,No,0
0661-KQHNK,Female,38,Yes,California,Round Mountain,40.923558,-122.059933,6,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.0,105.5,180.06,285.56,No,0
0661-WCQNQ,Male,56,Yes,California,Orleans,41.269521,-123.546958,22,Offer D,Yes,No,Yes,7,Yes,No,No,Yes,No,No,No,No,One Year,56.25,1292.2,168.95999999999998,1561.16,No,0
0661-XEYAN,Female,76,No,California,Nevada City,39.333737,-120.858667,1,None,No,No,Yes,26,No,No,No,No,No,No,No,No,Month-to-Month,25.8,25.8,0.0,45.8,Yes,1
0665-XHDJU,Male,21,Yes,California,Monte Rio,38.471049,-123.015549,72,None,Yes,Yes,Yes,48,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,99.4,7285.7,2516.4,9802.1,No,0
0666-UXTJO,Male,80,Yes,California,Morongo Valley,34.097863,-116.594561,34,Offer C,Yes,No,Yes,29,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,85.2,2874.45,1008.44,3882.89,No,0
0667-NSRGI,Female,45,Yes,California,Lodi,38.123544,-121.159078,48,None,Yes,Yes,Yes,15,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,69.55,3435.6,817.44,4253.04,No,0
0668-OGMHD,Female,20,Yes,California,Santa Rosa,38.439696,-122.668817,21,Offer D,No,No,Yes,59,Yes,No,No,No,No,No,No,Yes,Month-to-Month,28.5,629.35,0.0,629.35,No,0
0670-ANMUU,Male,47,No,California,Chino Hills,33.942895,-117.725644,71,None,Yes,Yes,Yes,5,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,97.65,6687.85,1176.47,7864.32,No,0
0670-KDOMA,Female,42,No,California,Chowchilla,37.100948,-120.270136,1,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.25,20.25,28.18,48.43,No,0
0673-IGUQO,Male,26,No,California,Phelan,34.441123,-117.537886,1,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.45,20.45,30.09,50.54,No,0
0674-DGMAQ,Male,78,Yes,California,Elk,39.108252,-123.645121,32,Offer C,Yes,Yes,Yes,3,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,93.5,2970.8,1393.28,4364.08,No,0
0674-EYYZV,Female,41,No,California,Los Angeles,34.108833,-118.229715,1,None,Yes,No,Yes,4,No,No,No,No,Yes,No,No,Yes,Month-to-Month,54.65,54.65,36.33,90.98,No,0
0674-GCDXG,Male,20,No,California,Bakersfield,35.559617,-118.925185,63,Offer B,Yes,Yes,Yes,85,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,71.9,4479.2,2683.17,7162.37,No,0
0675-NCDYU,Female,61,Yes,California,Placentia,33.881158,-117.854783,72,Offer A,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,116.4,8543.25,2077.92,10621.17,No,0
0678-RLHVP,Female,33,No,California,Redwood City,37.527497,-122.230941,53,Offer B,Yes,Yes,Yes,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,105.55,5682.25,684.76,6367.01,No,0
0679-IDSTG,Female,73,Yes,California,Branscomb,39.710591,-123.682799,1,None,Yes,No,Yes,8,No,No,No,No,No,No,No,Yes,Month-to-Month,69.25,69.25,37.3,106.55,Yes,1
0679-TDGAK,Male,29,Yes,California,Fresno,36.751489,-119.68072,50,None,Yes,No,Yes,47,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,75.5,4025.6,1591.5,5717.1,No,0
0680-DFNNY,Male,62,Yes,California,Winters,38.578604,-122.024579,15,None,Yes,Yes,Yes,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,101.1,1504.05,610.5,2114.55,Yes,1
0682-USIXD,Female,40,Yes,California,Diamond Bar,33.992416,-117.807874,21,None,Yes,No,Yes,25,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,86.05,1818.9,311.01,2129.91,No,0
0684-AOSIH,Male,42,Yes,California,Oro Grande,34.647959,-117.296957,1,None,Yes,No,Yes,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,95.0,95.0,12.04,107.04,Yes,1
0685-MLYYM,Female,74,No,California,Buena Park,33.845706,-118.012204,2,Offer E,Yes,No,Yes,21,No,No,No,No,No,No,No,Yes,Month-to-Month,70.75,154.85,19.72,174.57,Yes,1
0687-ZVTHB,Male,24,Yes,California,Richmond,37.941456,-122.320968,65,Offer B,Yes,Yes,Yes,51,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,72.45,4653.85,1738.75,6378.37,Yes,1
0689-DSXGL,Female,61,Yes,California,Yreka,41.764869,-122.671316,52,Offer B,Yes,No,Yes,24,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,85.8,4433.3,877.24,5310.54,No,0
0689-NKYLF,Male,42,No,California,Los Angeles,34.002028,-118.430656,13,Offer D,Yes,No,Yes,18,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,83.2,1060.6,460.2,1520.8,Yes,1
0690-SRQID,Male,20,No,California,Stockton,37.954089,-121.329761,4,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.65,67.55,73.12,140.67,No,0
0691-IFBQW,Female,65,No,California,Biola,36.798882,-120.019511,46,None,Yes,Yes,Yes,20,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,110.0,4874.8,109.02000000000001,4983.82,Yes,1
0691-JVSYA,Female,24,Yes,California,Pasadena,34.167465,-118.165327,53,None,Yes,No,Yes,73,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,94.85,5000.2,2152.8599999999997,7134.51,Yes,1
0691-NIKRI,Female,41,No,California,Elverta,38.734997,-121.463719,40,Offer B,Yes,Yes,Yes,14,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,105.95,4335.2,669.2,5004.4,No,0
0696-UKTOX,Male,64,No,California,North Hills,34.238802,-118.482296,23,None,Yes,No,Yes,27,No,Yes,No,Yes,No,No,No,No,Month-to-Month,54.15,1312.45,193.20000000000002,1545.65,No,0
0697-ZMSWS,Male,19,No,California,Los Angeles,34.017697,-118.200577,4,None,Yes,Yes,Yes,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,85.65,338.9,27.64,366.54,Yes,1
0699-NDKJM,Female,45,Yes,California,Westlake Village,34.130992,-118.894673,57,Offer B,No,No,Yes,22,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,58.75,3437.45,0.0,3437.45,No,0
0701-RFGFI,Female,56,Yes,California,La Mesa,32.759327,-116.99726,49,Offer B,Yes,Yes,Yes,53,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,95.4,4613.95,400.82,5014.77,No,0
0701-TJSEF,Male,45,No,California,Santa Barbara,34.037342,-119.80079,9,Offer E,Yes,No,Yes,24,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,68.25,576.95,290.79,867.74,No,0
0702-PGIBZ,Male,28,No,California,Dutch Flat,39.197215,-120.83679,4,Offer E,Yes,Yes,Yes,85,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,101.7,364.55,104.64,467.71,Yes,1
0704-VCUMB,Female,64,Yes,California,San Diego,32.747484,-117.166877,61,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.25,1278.8,667.3399999999999,1940.99,No,0
0707-HOVVN,Female,79,No,California,Mi Wuk Village,38.121601,-120.133915,70,Offer A,Yes,Yes,Yes,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,75.5,5212.65,3308.9,8521.55,No,0
0708-LGSMF,Male,56,Yes,California,Milpitas,37.441931,-121.878502,13,Offer D,Yes,Yes,Yes,4,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,65.85,902.25,186.16,1088.41,No,0
0708-SJDIS,Female,32,No,California,West Hollywood,34.093781,-118.381061,34,Offer C,Yes,Yes,Yes,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,65.0,2157.5,1539.52,3697.02,No,0
0709-TVGUR,Female,70,No,California,Stockton,38.002125,-121.324979,9,None,Yes,Yes,Yes,27,No,No,No,No,No,No,No,Yes,Month-to-Month,74.55,622.9,158.04,747.69,Yes,1
0719-SYFRB,Female,52,No,California,Norco,33.925833,-117.559639,12,Offer D,Yes,Yes,Yes,30,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,61.65,713.75,434.88,1148.63,Yes,1
0722-SVSFK,Female,45,No,California,Half Moon Bay,37.45567,-122.407992,7,None,Yes,No,Yes,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,100.4,715.0,273.14000000000004,988.14,No,0
0722-TROQR,Female,68,No,California,Davis,38.508735,-121.678813,4,None,Yes,Yes,Yes,29,No,No,No,No,No,No,No,Yes,Month-to-Month,74.9,321.75,104.92,426.67,Yes,1
0723-FDLAY,Male,54,No,California,Gold Run,39.170376,-120.838404,44,Offer B,Yes,Yes,Yes,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,85.25,3704.15,2181.08,5985.23,No,0
0723-VSOBE,Female,67,No,California,Dos Rios,39.756049,-123.358701,45,Offer B,No,No,Yes,4,No,No,No,No,No,Yes,No,No,One Year,34.2,1596.6,0.0,1596.6,No,0
0725-CXOTM,Female,29,No,California,Manteca,37.750822,-121.238423,36,None,Yes,Yes,Yes,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,89.65,3348.1,1609.2,4957.3,No,0
0727-BMPLR,Female,66,No,California,Fresno,36.654614,-119.903674,55,None,Yes,Yes,Yes,7,No,No,Yes,No,Yes,Yes,Yes,No,One Year,100.0,5509.3,2055.9,7665.2,Yes,1
0727-BNRLG,Male,41,No,California,Los Angeles,34.037251,-118.423573,69,Offer A,Yes,Yes,Yes,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,97.65,6743.55,3405.15,10148.7,No,0
0727-IWKVK,Male,35,Yes,California,Yermo,35.013299,-116.834092,9,Offer E,Yes,No,Yes,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,79.9,741.7,172.62,914.32,Yes,1
0730-BGQGF,Male,48,Yes,California,Grover Beach,35.120833,-120.61843,71,Offer A,Yes,Yes,Yes,57,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,90.3,6287.3,1115.41,7502.71,No,0
0730-KOAVE,Male,53,No,California,Redwood City,37.410567,-122.297152,30,Offer C,Yes,Yes,Yes,28,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,94.3,2679.7,1249.8,3929.5,No,0
0731-EBJQB,Female,24,Yes,California,Downey,33.956228,-118.120993,52,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.4,1090.65,293.8,1384.45,No,0
0732-OCQOC,Female,30,Yes,California,Death Valley,36.27688,-117.033326,52,Offer B,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,25.05,1270.25,276.64,1546.89,No,0
0733-VUNUW,Male,43,No,California,San Francisco,37.758085,-122.434801,24,None,Yes,Yes,Yes,5,Yes,No,No,No,No,No,No,No,Month-to-Month,55.65,1400.55,215.76,1676.31,Yes,1
0734-OXWBT,Male,44,No,California,Covina,34.097345,-117.906736,3,Offer E,Yes,No,Yes,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,70.7,225.65,75.12,300.77,No,0
0739-UUAJR,Female,61,Yes,California,Mountain View,37.380662,-122.086022,72,Offer A,No,No,Yes,14,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,53.8,3952.45,0.0,3952.45,No,0
0742-LAFQK,Male,52,Yes,California,Fullerton,33.877639,-117.961212,72,None,Yes,Yes,Yes,8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,99.15,7422.1,2077.92,9500.02,No,0
0742-MOABM,Male,50,Yes,California,Fallbrook,33.362575,-117.299644,4,None,Yes,No,Yes,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,50.05,179.35,38.68,218.03,Yes,1
0742-NXBGR,Female,64,No,California,Adin,41.171578,-120.913161,1,Offer E,Yes,No,Yes,28,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,82.3,82.3,33.41,115.71,Yes,1
0743-HNPFG,Female,50,Yes,California,Butte City,39.449794,-121.936372,51,None,Yes,No,Yes,14,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,69.75,3562.5,915.4499999999999,4477.95,No,0
0743-HRVFF,Female,42,Yes,California,Bakersfield,35.342891,-119.064803,51,None,No,No,Yes,76,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,56.15,2898.95,0.0,2898.95,No,0
0744-BIKKF,Male,39,No,California,Mecca,33.543835,-115.993906,72,Offer A,Yes,Yes,Yes,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,86.65,6224.8,821.52,7046.32,No,0
0744-GKNGE,Female,31,Yes,California,Inglewood,33.958134,-118.330905,64,Offer B,Yes,Yes,Yes,12,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,86.8,5327.25,1775.36,7102.61,No,0
0746-JTRFU,Male,22,No,California,Kingsburg,36.478239,-119.52137,2,Offer E,No,No,Yes,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,25.05,56.35,0.0,56.35,Yes,1
0748-RDGGM,Male,38,Yes,California,Tarzana,34.157137,-118.548511,70,None,Yes,No,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,109.5,7534.65,2774.1000000000004,10308.75,Yes,1
0749-IRGQE,Female,68,Yes,California,Buena Park,33.874224,-117.993368,13,None,No,No,Yes,9,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,45.3,528.45,0.0,528.45,No,0
0750-EBAIU,Male,43,No,California,Temecula,33.475493,-117.219551,52,Offer B,Yes,No,Yes,12,Yes,No,Yes,No,Yes,No,No,Yes,One Year,91.25,4738.3,1628.12,6366.42,No,0
0750-EKNGL,Male,44,No,California,Hyampom,40.648024,-123.465088,7,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.75,141.1,330.33,471.43,No,0
0754-EEBDC,Male,25,Yes,California,Covina,34.084747,-117.886844,4,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.9,76.65,98.28,174.93,No,0
0754-UKWQP,Male,63,No,California,Cool,38.880622,-120.973865,2,None,Yes,No,Yes,18,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,95.85,197.7,74.86,272.56,Yes,1
0756-MPZRL,Male,35,No,California,Pauma Valley,33.313828,-116.940501,46,Offer B,No,No,Yes,18,No,No,Yes,Yes,No,No,No,Yes,One Year,33.7,1537.85,0.0,1537.85,No,0
0757-WCUUZ,Male,29,Yes,California,June Lake,37.730269,-119.055813,54,Offer B,Yes,Yes,Yes,59,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,63.35,3409.1,1948.8600000000001,5357.96,No,0
0761-AETCS,Female,58,No,California,Colton,34.030915,-117.273201,1,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.3,19.3,25.62,44.92,Yes,1
0769-MURVM,Female,44,Yes,California,Carmel Valley,36.414611,-121.6386,72,Offer A,No,No,Yes,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,65.7,4575.35,0.0,4575.35,No,0
0771-CHWSK,Male,56,No,California,Brawley,33.03933,-115.191857,66,Offer A,Yes,Yes,Yes,11,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,74.6,4798.4,3007.62,7806.02,No,0
0771-WLCLA,Female,49,Yes,California,Big Bear Lake,34.242058,-116.89802,16,Offer D,Yes,Yes,Yes,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,112.95,1882.55,743.2,2625.75,No,0
0772-GYEQQ,Male,33,No,California,Lodi,38.123544,-121.159078,3,Offer E,Yes,No,Yes,10,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,88.35,262.05,148.2,410.25,Yes,1
0774-IFUVM,Male,19,Yes,California,Stockton,37.959706,-121.287669,11,None,Yes,Yes,Yes,59,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,65.15,723.35,183.81,907.16,No,0
0774-RMNUW,Female,44,Yes,California,Pala,33.384345,-117.072619,71,Offer A,No,No,Yes,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,59.7,4122.65,0.0,4122.65,No,0
0778-NELLA,Male,43,No,California,Anaheim,33.830209,-117.906099,9,None,No,No,Yes,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,34.7,296.1,0.0,296.1,Yes,1
0780-XNZFN,Male,60,No,California,Oakland,37.84551,-122.235181,57,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.65,1125.6,96.33,1221.93,No,0
0781-LKXBR,Male,65,No,California,San Francisco,37.7795,-122.419233,9,None,Yes,Yes,Yes,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,100.5,918.6,438.39,1356.99,Yes,1
0784-GTUUK,Male,26,Yes,California,Newman,37.343846,-121.039391,62,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,One Year,23.75,1446.8,2001.3600000000001,3448.16,No,0
0784-ZQJZX,Male,22,No,California,Spreckels,36.624641,-121.647195,72,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.9,1529.65,2298.96,3828.61,No,0
0786-IVLAW,Female,72,No,California,Valley Village,34.165783,-118.399795,66,None,Yes,Yes,Yes,28,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,108.1,7238.6,235.61999999999998,7474.22,No,0
0786-VSSUD,Male,68,No,California,San Diego,32.808814,-117.134694,16,None,No,No,Yes,24,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,39.0,679.85,0.0,679.85,Yes,1
0787-LHDYT,Male,36,No,California,Carmel Valley,36.414611,-121.6386,16,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.6,330.25,535.04,865.29,No,0
0788-DXBFY,Male,54,Yes,California,Tustin,33.735802,-117.818805,58,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.55,1108.8,1619.94,2728.74,No,0
0793-TWELN,Female,27,No,California,Los Angeles,34.078991,-118.263804,4,Offer E,Yes,Yes,Yes,73,Yes,No,No,No,No,No,No,Yes,Month-to-Month,80.15,319.85,26.0,345.85,No,0
0794-YVSGE,Male,29,Yes,California,Pasadena,34.146635,-118.139225,72,Offer A,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.3,1401.15,1955.52,3356.67,No,0
0795-GMVQO,Male,36,Yes,California,San Diego,32.741859,-117.090353,67,None,Yes,Yes,Yes,24,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,109.9,7332.4,1549.71,8882.11,No,0
0795-LAFGP,Male,25,Yes,California,Fullerton,33.902211,-117.914922,71,None,Yes,Yes,Yes,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,90.4,6668.05,253.47,6921.52,No,0
0795-XCCTE,Male,80,No,California,Bishop,37.04584,-118.397236,72,Offer A,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,25.4,1809.35,1872.72,3682.07,No,0
0799-DDIHE,Female,24,Yes,California,Grenada,41.599978,-122.539381,15,Offer D,Yes,No,Yes,27,No,No,No,No,No,No,No,Yes,Month-to-Month,46.3,639.45,364.05,1003.5,No,0
0804-XBFBV,Female,49,No,California,Foothill Ranch,33.698728,-117.67768,11,None,No,No,Yes,19,No,No,No,No,No,No,No,Yes,Month-to-Month,25.2,321.05,0.0,321.05,No,0
0804-YGEQV,Female,59,Yes,California,Palm Desert,33.762759,-116.324817,43,Offer B,Yes,Yes,No,0,No,No,No,No,No,No,No,No,One Year,24.45,993.15,1205.29,2157.11,No,0
0807-ZABDG,Female,43,No,California,Woodland,38.694081,-121.694431,3,Offer E,Yes,No,Yes,16,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,55.1,154.65,78.12,232.77,Yes,1
0810-BDHAW,Female,54,Yes,California,Chowchilla,37.100948,-120.270136,24,None,Yes,Yes,Yes,12,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,78.4,1832.4,758.88,2721.28,No,0
0810-DHDBD,Female,31,No,California,Rohnert Park,38.34719,-122.697822,52,None,Yes,Yes,Yes,21,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,74.0,3877.65,1111.76,4989.41,No,0
0811-GSDTP,Female,50,No,California,Alameda,37.724817,-122.224363,13,None,No,No,Yes,19,No,Yes,No,No,No,No,No,No,Month-to-Month,30.15,382.2,0.0,392.2,No,0
0812-WUPTB,Male,65,Yes,California,Corona Del Mar,33.600987,-117.862734,1,Offer E,Yes,No,Yes,13,No,No,No,No,No,No,No,Yes,Month-to-Month,70.85,70.85,49.6,120.45,Yes,1
0815-MFZGM,Female,54,Yes,California,Morgan Hill,37.161544,-121.649371,42,None,Yes,No,Yes,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,99.0,4135.0,55.02,4190.02,No,0
0816-TSPHQ,Male,35,No,California,Kettleman City,35.996923,-120.000951,2,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.75,44.2,55.34,99.54,No,0
0817-HSUSE,Male,26,No,California,Altadena,34.196837,-118.142236,1,None,Yes,No,Yes,52,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,75.5,75.5,5.63,81.13,No,0
0818-OCPZO,Male,80,No,California,Los Angeles,33.927254,-118.249826,27,None,Yes,Yes,Yes,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,81.45,2122.05,1158.57,3280.62,Yes,1
0820-FNRNX,Male,48,Yes,California,Lafayette,37.907777,-122.127161,17,Offer D,Yes,Yes,Yes,53,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,66.7,1077.05,507.79,1584.84,No,0
0822-GAVAP,Female,19,No,California,Posey,35.861928,-118.636698,2,Offer E,No,No,Yes,76,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,34.7,62.25,0.0,62.25,Yes,1
0822-QGCXA,Female,76,Yes,California,Los Angeles,34.137411,-118.328915,27,Offer C,Yes,Yes,Yes,21,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,83.85,2310.2,92.61,2402.81,No,0
0823-HSCDJ,Male,76,No,California,Temecula,33.507255,-117.029473,52,None,No,No,Yes,18,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,49.15,2550.9,0.0,2580.9,Yes,1
0824-VWDPO,Female,58,No,California,Mckinleyville,40.965011,-124.015255,45,None,Yes,Yes,Yes,30,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,96.75,4442.75,70.65,4513.4,No,0
0825-CPPQH,Female,26,Yes,California,Laytonville,39.806141,-123.531098,71,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.1,1372.45,2800.24,4172.69,No,0
0827-ITJPH,Male,33,No,California,Los Angeles,33.958149,-118.308441,36,Offer C,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,18.55,689.0,306.0,995.0,No,0
0829-DDVLK,Female,58,No,California,Orange,33.784597,-117.844535,15,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.1,302.45,146.1,448.55,No,0
0829-XXPLX,Female,48,No,California,Cutler,36.497895,-119.285484,20,None,Yes,No,Yes,21,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,89.4,1871.15,610.4,2481.55,No,0
0831-JNISG,Male,52,Yes,California,San Jose,37.339533,-121.777179,71,Offer A,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.8,1396.25,1657.14,3053.39,No,0
0835-DUUIQ,Female,55,No,California,Alameda,37.774633,-122.274434,24,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,21.05,531.55,1135.44,1666.99,No,0
0835-JKADZ,Female,29,No,California,San Francisco,37.768881,-122.395521,71,None,Yes,Yes,Yes,53,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,111.25,7984.15,2976.32,10960.47,No,0
0836-SEYLU,Male,64,Yes,California,San Diego,33.000269,-117.072093,9,Offer E,No,No,Yes,26,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,40.65,328.95,0.0,328.95,Yes,1
0839-JTCUD,Female,31,Yes,California,Mission Viejo,33.611945,-117.665867,66,None,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,89.9,5958.85,2399.7599999999998,8358.61,No,0
0839-QNXME,Female,35,No,California,Surfside,33.728273,-118.085304,30,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.4,578.5,278.09999999999997,856.6,No,0
0840-DCNZE,Male,33,No,California,Newport Beach,33.601309,-117.902304,47,Offer B,Yes,No,Yes,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,124.84,4138.9,1728.66,5867.56,No,0
0840-DFEZH,Female,63,No,California,Los Angeles,34.070291,-118.349191,7,None,Yes,Yes,Yes,17,No,No,No,No,No,No,No,Yes,Month-to-Month,75.35,564.65,176.19,740.84,No,0
0841-NULXI,Male,38,No,California,Stockton,38.044523,-121.348048,1,None,No,No,Yes,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,35.55,35.55,0.0,35.55,Yes,1
0842-IWYCP,Female,19,No,California,Helendale,34.757783,-117.33997,46,None,Yes,No,Yes,51,No,No,No,No,No,No,No,Yes,Month-to-Month,44.95,2168.9,1854.72,4023.62,No,0
0843-WTBXE,Male,38,No,California,San Diego,32.886925,-117.152162,53,None,Yes,Yes,Yes,29,No,No,No,No,Yes,No,No,Yes,Month-to-Month,85.45,4517.25,870.79,5388.04,Yes,1
0847-HGRML,Male,44,No,California,North Palm Springs,33.906496,-116.569499,62,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.0,1250.1,1517.76,2767.86,No,0
0848-SOMKO,Male,23,No,California,Shingle Springs,38.598936,-120.963092,70,None,No,No,Yes,26,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,48.4,3442.8,0.0,3442.8,No,0
0848-ZGQIJ,Female,56,Yes,California,Saratoga,37.257772,-122.051824,16,Offer D,Yes,No,Yes,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,94.65,1461.15,168.0,1629.15,No,0
0851-DFJKB,Female,57,No,California,Concord,37.950248,-122.022455,15,None,Yes,No,Yes,11,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,58.95,955.15,458.09999999999997,1413.25,No,0
0853-NWIFK,Female,27,No,California,Woodacre,38.005839,-122.638155,45,None,Yes,No,Yes,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,100.3,4483.95,46.35,4530.3,No,0
0853-TWRVK,Male,59,Yes,California,North Hollywood,34.187599,-118.387125,72,None,Yes,Yes,Yes,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,105.6,7581.5,442.8,8024.3,No,0
